"https://www.sikayetvar.com/vodafone/vodafone-3-ayda-bir-fahis-zam-yapiyor
","Aralık ayının son günlerinde faturalı hattıma geçiş yaptım. İlk 3 ay ve sonrasında 9 ay boyunca vergiler dahil aylık 145 TL ödeyeceğim belirtilmişti. Bu durumun devam edip etmeyeceğinden emin olmak için Vodafone müşteri hizmetlerini arayarak teyit ettim ve aynı fiyatın devam edeceği bilgisini aldıktan sonra faturalı hatta geçiş yaptım. İlk 3 ayın sonunda tarafıma bir telefon geldi ve faturamın 750 lira olduğu, ancak daha uygun bir paket teklif edilerek faturamın 250 lira olabileceği ifade edildi. Vodafone'dan ayrılmak istediğimde ise cayma bedeli ödemem gerektiği söylendi. Durumu kabul etmek zorunda kaldım ve Vodafone müşteri hizmetlerini defalarca arayarak şikayette bulundum. Kayıtların inceleneceği ve 7 gün içinde geri dönüş yapılacağı belirtildi ancak kimseden bir dönüş alamadım. Defalarca arayarak bir sonuç alamadım ve bu durumdan dolayı şikayetçiyim. 3 ayda bir tarifenin değişmesi kabul edilemez. Ayrıca bu tarifenin de 3 ay sonra değişeceği söyleniyor. Enflasyon gerekçe gösterilerek yapılan bu uygulamaların adil olmadığını düşünüyorum ve yaşadığım bu durumu ilgili mercilere bildireceğim."
"https://www.sikayetvar.com/vodafone/vodafone-tarafindan-hat-iptal-et-meme-ve-cikarilan-haksiz-faturalar
","Vefat eden annemin 0506********59 numaralı Vodafone hattını kapatmak amacıyla 2024 yılının Ocak ayında 0542**42 00 00 numaralı müşteri hizmetlerini aradım. Müşteri temsilcisi tarafından vefat belgesi ile birlikte bir Vodafone şubesine başvurmam istenildi.
Dediklerini harfiyen yaptım 23.01.2024 günü İzmit'te bulunan bir Vodafone şubesinden annemin hattının kapatma başvurusunu yaptım.
10 gün geçtikten sonra annemin hattının kapatılmadığını fark ettim ve 06.02.2024 günü Müşteri Hizmetleri numarasını aradım. E*** hanım'la yaptığım görüşmede hattımın kapatılmadığı doğrulandı. Tekrar başvurum alındı. Müşteri Temsilcisi E*** Hanım'a hattın kapatılmaması sebebi ile tarafımıza yeni faturaların çıkarılıp çıkarılmayacağını sorduğumda tarafıma 23.01.2024 tarihinden itibaren hiçbir fatura bedeli çıkarılmayacağı söylenildi. 
Gel zaman git zaman annemin hattı bir türlü kapatılmadı. Şubeye gittiğimde müşteri hizmetlerine, müşteri hizmetlerini aradığımda şubeye yönlendirildim. Defalarca bu işlemleri yapmama rağmen hattın kapatma işlemi Vodafone tarafından bir türlü gerçekleştirilmedi. 
En sonunda 23.01.2024 tarihinde kapatma başvurusunu istenilen evrakı sunarak yaptığım şubeye gidip buradan müşteri hizmetlerini aradım ve telefonu şube görevlisine verdim. Aralarında konuştular ve annemin hattı 2024 yılı Mart ayı başlarında nihayet kapatıldı. 
Ancak geçtiğimiz günlerde yaptığım sorgulamada bu hat üzerine 07.03.2024 son ödeme tarihli 156,20 TL ve 05.04.2024 son ödeme tarihli 328,40 TL değerinde iki adet ödenmemiş fatura olduğunu gördüm.
Sorgulamasam başıma gelecekleri biliyorum. Bir sene sonra avukatla kapımıza dayanıp mahkeme bedeli, avukat bedeli, fatura bedeli ve yasal faizi olmak üzere bir sürü ücret isteyecekler.
Bunun önüne geçmek için 16.05.2024 tarihinde yine 0542**42 00 00 numaralı telefondan müşteri temsilcisine bağlandım. 40 defa anlattığım derdimi bir defa daha anlatarak bu faturaların iptali için şikayet oluşturdum ve şubat ayı içerisindeki müşteri temsilcisi görüşmelerimin kayıtlarının dinlenmesini istedim.
Şikayetimi aldıklarını ve 48 saat içerisinde tarafıma dönüş yapılacağı bildirildi.
Tabi bir Vodafone gelenekseli olarak bir haftadır ne arayan var ne soran.
Bugün tekrar aradım 0542**42 00 00 numaralı telefonu tekrar aradım. Bağlanan müşteri temsilcisi geçen hafta benim tarafımdan yapılmış bir şikayetin görünmediğini yeni bir şikayet oluşturacağını söyledi.
Bakkal dükkanı gibi firma.
Çözülsün artık bu durum."
"https://www.sikayetvar.com/vodafone/vodafone-vaat-edilen-internet-paketi-tanimlanmadi
",Paket taahhüdümü yenilemem gerekiyordu. Tarifemi yeniledim ve eğer FreeZone'lu olursan her ay ek 10 GB internet tanımlanacağı söylendi. Bunu müşteri hizmetlerine iki defa teyit ettirdim ve onayladılar. Ancak şu an böyle bir tanımlama yapılmadı. Hattıma mağdur oldum. Acilen buna bir çözüm bulunmasını istiyorum. Yıllardır Vodafone kullanıcısıyım ve böyle bir durumla karşılaşmadım. Eğer düzeltilmezse şikayet edeceğim!
"https://www.sikayetvar.com/vodafone/vodafone-musteri-temsilcisinin-sorumsuzlugu-is-bilmezligi
","Geçen günlerde müşteri temsilcisi aradı ve faturalı hattımın taahhüdünün yarın sona ereceğini ve yenileme yapmadığım takdirde 800 TL borçlanacağımı söyledi. Oysa ki faturamın bitmesine daha 4 ay vardı. Yeni bir tarifeye geçip geçmeyeceğimi sordu, ben de istemediğimi kendisine ilettim. Daha sonrasında bir kodun geleceğini ve bu kodu söylememi istedi. Ben de söyledim. Telefonu kapattıktan sonra bir baktım ki yeni bir tarifeye geçmişim. Daha sonrasında müşteri hizmetlerine ne kadar bağlanmak istesem de bağlanamadım. En geç birkaç gün içerisinde hattımı başka bir operatöre geçireceğim."
"https://www.sikayetvar.com/vodafone/vodafone-her-sey-dahil-pasaport-red-sikayet-1
","Vodafone kullanıcısıyım 3 aylık iş ziyaretimde kullanmadığım halde, yurt dışında kullanım gösterilerek 3 adet yurt dışı paket faturama yansıtılmış. Kullanım ayrıntısına baktığımda 340 b gibi kullanım gözüküyor. İlk 3 ay nasıl kullandıysam telefonumu aynı şekilde kullandım hiçbir şekilde aramaları açmadım. İnterneti kullanamadım. Hatanın düzeltilmesini istiyorum."
"https://www.sikayetvar.com/vodafone/vodafone-haksiz-fiyat-artirimi
","Vodafone paket zamları
106 TL olan Vodafone faturam, yeni yılda 191 TL'ye çıkarıldı. Aynı paket aynı tarife için yaklaşık %90 oranında bir artış yapıldı. Bu durumdan dolayı şikayetçiyim ve BTK'ya bildireceğim. Bir defada bu kadar yüksek oranda zam yapılması kabul edilemez. Fiyatların iki katına çıkması makul değil."
"https://www.sikayetvar.com/vodafone/vodafone-bilgim-olmadan-kesilen-yuksek-meblagda-fatura
","22.04.2024 tarihinde fatura detayı olmadan 150 TL olan faturam 1080 TL fazla olarak 1232 TL Vodafone'dan alınmıştır, müşteri hizmetlerini aradığımda bana limit aşımı olduğunu 23 Mart itibariyle sürekli internet paketi yüklendiğini açıkladı. Fatura detayında sadece limit aşımı yazıp hiçbir detay yoktur. Bana bilgilendirme yapılmadı, Vodafone yanında uygulamasında asla internet paketimin bittiğini görmedim. İtiraz ettiğimde bana durduran paket satmak istediler 1080 TL ödendiği takdirde kabule edeceğimi belirttim. Fakat ödeme yapılmadı. Bana beni inandıracak bsr açıklama istiyorum, paramın iadesini istiyorum, ben 1080 lirayı sokaktan toplamıyorum. Lütfen yardımcı olun"
"https://www.sikayetvar.com/vodafone/vodafone-numara-tasima-gunlerdir-bekliyorum
",Vodafone operatörüne numara taşımak için işlem yaptım ancak 4 Mayıs'tan beri hala geçiş sağlanamadı. Her aradığımda 'aciliyet bildiriliyor' denilerek oyalanıyorum. İptal etmek istediğimde ise 'edemiyoruz' yanıtı alıyorum ve bu durum ekstra mağduriyete yol açıyor. Böyle bir mağduriyet yaşanması kabul edilemez.
"https://www.sikayetvar.com/vodafone/vodafone-hat-tasima-pismanligim-5
","Vodafone online işlemler aracılığıyla hat başvurusunda bulundum. Kurye, hattımı teslim ettikten 3-4 iş günü içinde hattın aktif hale geleceğini belirtti. Yaklaşık bir hafta geçmesine rağmen hattım aktif hale gelmedi. Müşteri hizmetleriyle yaptığım ilk görüşmede başvurumun kayıtlarda göründüğünü ve işlemin hızlandırılacağını, en kısa sürede hattın açılacağını ifade ettiler. Ancak yaklaşık bir saat sonra tekrar aradığımda başvurumun kayıtlarda olmadığını ve daha önce aldığım fiyatın üzerinde bir teklif sundular. Ben de aynı paket için işlemlerin iptalini talep ettim. Bu başvurudan 2 aya yakın bir süre geçti ve ben başka bir operatöre geçtim. Hattımın 48 saat içinde aktif hale geleceği yönünde bir mesaj aldım. Müşteri hizmetlerini aradığımda, yapacak bir şey olmadığını ve işlemin askıda kaldığını, iptal işlemini gerçekleştiremeyeceklerini belirttiler. Şimdi, başvuruyu alıp hattı açmıyorsunuz ve aksaklık sizden kaynaklanıyor. Müşteri neden bu durumun zorluklarını yaşıyor? Örneğin, başvurudan 1 yıl sonra bile olsa hattı siz keyfinize göre mi açıyorsunuz? Bu nasıl bir çalışma prensibidir? Hattın iptaline yönelik ne gerekiyorsa yapacağım. Yazık."
"https://www.sikayetvar.com/vodafone/vodafone-215-tl-faturam-430-tl-oluyor
","Tarifem dolmuş, yeni tarifem müşteri hizmetleri tarafından 215 TL karşılığında yenilenmiştir şeklinde görüştüm. Gelen bilgilendirme SMS'inde de aynı fiyat belirtilmişti; ancak bugün aynı tarife için hattıma 430 TL olarak tanımlanmış. Bu durumu açıklayacak bir bilgi bulamıyorum. Konunun çözülmesini talep ediyorum. Aksi takdirde operatör değiştireceğim, ancak bu konuyu gerekli yerlere ve üst mercilere taşıyacağım."
"https://www.sikayetvar.com/vodafone/vodafone-hat-acma-bedeli-61
","Vodafone faturama hat açtırma parası yansıtmış, bunu kabul etmiyorum. Hiçbir SMS ya da arama yoluyla bilgilendirme yok, böyle bir şey olabilir mi? Yıllardır kullandığım hattımı iptal edip operatör değişikliğine gideceğim. 15 TL civarında buradan hat değişikliği yapmak isteyen biri varsa iki kere düşünsün. Üstelik yılların müşterisine bile böyle davranıyorlar. Daha önce de doğum günüm için Çark Çevirme'de ikinci olan hakkımı da vermediler. Onu da belirtmeden geçemeyeceğim. Ve doğum günümde hiç mesaj falan da almadım. Bunlar ince ve naif detaylar, müşterisinin değerini bilene."
"https://www.sikayetvar.com/vodafone/vodafone-sehrin-ortasinda-cekmiyor-16
","Vodafone artık hiç çekmiyor, bir yerde de doğru düzgün çeksin. Hastanedeyim, şehrin göbeğinde, 3. katta Eğitim Araştırma Hastanesi'nde ama 10 saniyelik Reels videosunu 30 dakikada ancak yükleyebiliyorum. Boşuna para veriyorum, neden bu kadar kötü? Kullanamıyorum, sürekli aramalarım kesiliyor."
"https://www.sikayetvar.com/vodafone/vodafone-un-belirttiginden-yuksek-fiyatta-faturalandirma-yapmasi
",Vodafone müşteri hizmetlerinden arandım yeni bir tarife önerisinde bulundular. Bana bu önerdikleri tarife de Vodafone Yanımda da karşıma çıkıyordu. Bana 12 ay boyunca 140 TL karşılığında bu tarifeden yararlanacağım söylendi Ben de Vodafone Yanımda da aynı tarife gözüküyor İlk 3 ay bu fiyattan sonraki aylarda yüksek fiyattan yararlanabilecek şekilde görüntülediğimi söyledim. Üstüne basa basa bunu belirttiğim halde bana 12 ay boyunca 140 TL karşılığında bu tarifeden yararlanabilirsiniz dediler. Ses kayıtları da mevcut. Müşteri hizmetlerini aradım İlk 3 ay o tutarda faturam geldi fakat sonraki aylarda 190 TL ile 200 TL arasında faturalandırma yaptılar bunun itirazını yaptım. Ocak ayının başından beri defalarca müşteri hizmetlerini aradım ses kayıtlarını dinlemelerini istedim itirazda bulundum. Bana çok geç geri dönüş yaptılar. Haklı buldular beni. Faturamı da düzelteceklerini söylediler fakat hiçbir ilerleme kat etmediler tekrardan aradım. Durumu tekrar izah ettim. Fatura hala daha yüksek fiyatta bana yansıma yapılıyor dedim fakat durum değişmedi geri döneceklerini belirttiler kimse geri dönüş yapmıyor taahhüdüm'ün de sonuna geldim Tüketici Mahkemesi'ne başvuracağım bu gidişle. Vodafone'u kimseye önermiyorum
"https://www.sikayetvar.com/vodafone/vodafone-yuksek-fatura-ucretleri-3
",Taahhüdüm sona erdiği için güncelleme yapmak zorunda kaldım ve bana sunulan tarifelerin fiyatları çok yüksek geldi. Bütçeme uygun olmayan yeni geçtiğim faturalı tarifenin iptalini talep ediyor ve bana daha uygun bir paket sunulması konusunda yardım istiyorum. Aksi takdirde memnun olduğum Vodafone operatörünü değiştirmek zorunda kalacağım.
"https://www.sikayetvar.com/vodafone/vodafone-hukuksuz-zam-yapiyor
",Fatura taahhüt sürem dolmadan faturama zam yapılmış otomatik ödemede olduğu için fark etmedim ve aylarca fazla almışsınız. Şimdi 8. Ayda tekrardan taahhüdünüz bitiyor diye arayıp farklı bir tarife önerip daha fahiş bir fiyat söylüyorlar başka bir operatöre geçersem de cayma bedeli ödemek zorundasınız diye tehdit ediyorlar resmen. Kendi işlerine geldiğinde cayma bedeli gibi hukuki süreci öne sürüyorlar fakat işlerine gelmediğinde hukuku hiçe sayıp hukuksuzca zam yaparak insanlardan fazla para alıyorlar. Bu yaptıkları suçtur arkadaşlar hukuki yoldan hakkınızı arayabilirsiniz. Tarifeniz taahhüt ücretine bakın bir de ödediğiniz ücrete bakın aradaki fark sizden çalınmış paradır. Vodafone haksız zenginleşme yolunda iyi yol almış. Bu yaptıklarıyla Vodafone adını lekeliyor. Gereken illaki yapılacaktır.
"https://www.sikayetvar.com/vodafone/vodafone-bilincsiz-musteri-temsilcileri-sorunumu-bir-turlu-cozemediler
","Merhabalar, Vodafone hattımda hiçbir şekilde arama yapamıyorum. Arama yaptığımda 'Hattınız bu tür aramalara kapalıdır' uyarısı alıyorum. On beş defa müşteri temsilcisi arkadaşlarınızla görüşmeme rağmen sorun devam etmektedir. Sorunumu çözemediler ve takım liderleriyle görüşmem için yaptığım ısrarlara rağmen bağlantı kuramadım. Gereksiz yerlere yönlendirildim. Vodafone'un müşteri temsilcileri konusunda daha bilinçli olmasını beklerdim."
"https://www.sikayetvar.com/vodafone/vodafone-musteri-hizmetleri-sikayeti-58
",Vodafone şikayetimde çözüm sağlanmadı. Her sene aynı şeyler yüzünden problem yaşıyorum. Dönüş yapılacaktı aylar oldu dönüş yapılmadı. Zaten müşteri hizmetlerine ulaşmak imkansız. Hiç mi birisi işini düzgün yapmaz. Sürekli şikayet oluşturmaktan yıldım. Bir de sürekli reklam mesajları alıyorum. Partiler de dahil bana mesaj atabiliyor. Her seferinde izin vermek istemediğimi bildirdiğim halde.
"https://www.sikayetvar.com/vodafone/vodafone-taahhutlu-olan-faturamin-fiyatini-keyfi-artirdi
","Senelerdir Vodafone hattı kullanıyorum. 3 lira, 5 lira şeklinde fark edilmeden yapılan artışlara alışmıştım; ancak Aralık ayında kampanyamı yeniledim ve 3 ay boyunca 193 lira, kalan aylarda ise 225 lira ödeme yapmam belirtildi. Buna rağmen son gelen faturam 283 lira olarak hesaplandı. Müşteri hizmetlerini arayıp durumu izah ettiğimde, ekranlarında yazan tutarın bu olduğunu ve yazanın doğru olduğunu, itirazım varsa mahkemeye başvurmam gerektiğini kaba bir üslupla ifade ettiler. Keyfi fiyat artışı yapıldığını ve ses kaydımın olduğunu belirttiğimde ise 'Git mahkemeye' yanıtını aldım. Vodafone'un bu tutumuna gerçekten şaşırdım ve üzüldüm."
"https://www.sikayetvar.com/vodafone/vodafone-arama-asistani-plus-calismiyor-1
","Vodafone ""Kim Bu? Servisini satın aldım 3- 4 gün hiç mesaj gelmedi. Şüphelendim telefonu kapattım başkalarına kendimi arattırdım yine kimin aradığına dair mesaj gelmedi. İptal ettim Arama asistanı Plus'a geçtim **62*0542**43000# yazıp gönder diyordu yaptım ""hatalı mmı kodu "" bildirimi geliyor. Zor bela müşteri temsilcisine ulaştım yukarıda yazan numaranın yerine kendi numaramı yazmamı söyledi yine hata verdi. Hizmet vermedikleri ""Kim Bu"" servisinin ücretini hemen faturaya yansıtmışlar yine hizmet vermeye başlamadan ""Arama Asistanı Plus"" servisinin ücretini hemen yansıtmışlar. Hizmeti verin de öyle kesin."
"https://www.sikayetvar.com/vodafone/vodafone-faturasizdan-faturaliya-gecis-icin-hicbir-tarife-gorunmuyor
","Vodafone faturasız hattımı faturalıya çevirmek istiyorum fakat Yanımda uygulamasında geçebileceğim hiçbir faturalı tarife yok diyor. Sadece kolay paketler var, öneriliyor. Sorunumun çözülmesini talep ediyorum. Zaten Vodafone şebekesinden fazla memnun değilim. Çok kesinti oluyor. İnternet ihtiyacım yok sadece dakika hakkı kullanıyorum. Eğer bana dakika bazında uygun fiyatlı faturalı tarife teklifi sunulmaz ise başka operatöre taşıyacağım hattımı."
"https://www.sikayetvar.com/vodafone/vodafone-steamde-csgo-oynayamiyorum
",Vodafone hattımda hotspot bağlantısı ile CS:GO oynayamıyorum. Müşteri hizmetlerinde ise sadece doldurmak için seçenek koymuşlar. Ulaşamıyorum da. Ne yapmalıyım? Diğer internet sitelerinde hiçbir sıkıntı yokken sadece CS:GO oynarken oluyor. Diğer hatlarda ise herhangi bir sıkıntı yok. Lütfen yardımcı olun.
"https://www.sikayetvar.com/vodafone/vodafone-taahhut-uzatma-bahanesiyle-kampanya-degisikligi
","Taahhüdümün bitimine bir ay kalmıştı ama Vodafone kampanyalarından bir arkadaş aradı, sesi bir geliyor bir gelmiyordu. Taahhüdü uzatabileceğini söyledi ve ben de onayladım. Ancak mevcut tarifemin bir alt tarifesine geçirilmişim. Burada kişinin sesinin gidip gelmesinden anlamalıydım ki bir sorun vardı."
"https://www.sikayetvar.com/vodafone/vodafone-cekim-gucsuzlugu-4
","Vodafone, şehir merkezindeki mahallelerde bile kısıtlı çekim ile bizi mağdur ediyor. Yıl 2024 olmuş, hala çekim sorunu yaşıyoruz. Ne internet ne de şebeke hattımız düzgün bir çekim yapıyor. O kadar iletişime geçmemize rağmen olumlu dönüş yapan kimse yok. Gülünç bir durum ama yine de buradan şikayet etmek istiyorum, belki işe yarar."
"https://www.sikayetvar.com/vodafone/vodafone-net-izmir-merkezde-internet-sorunu
",Uzun zamandır Vodafone hat sahibiyim. Aylık 500 TL fatura ödüyorum ve düzenli olarak ödemekteyim. Ancak İzmir'in merkezinde internet çekmiyor. 20 saniyelik videoyu 2 dakikada zor izliyorum. Artık bir çözüm bulunmasını rica ediyorum. Çoğu kullanıcı bu durumdan şikayetçi. İlgilenirseniz sevinirim. İyi günler.
"https://www.sikayetvar.com/vodafone/vodafone-yuksek-tarife-degisikligi-kabul-edilemez
",Vodafone müşterisi olarak tarifemin 30 Nisan'da bitecek olmasıyla beraber müşteri hizmetleri tarafıma çok yüksek tutarlı tarifeler sunmuştur. Eski bir müşteri olarak bu şekilde rakamların söylenmesi kabul edilemez. Uygun tutarlı tarifeler istememe rağmen istediğim geri dönüşü alamadım. Tarifemin yarısı kadar olan paketleri bana 4-5 kat fazla fiyata satmaya çalışıyorlar. Bu kabul edilemez. Gerekirse operatörümü değiştireceğim.
"https://www.sikayetvar.com/vodafone/vodafone-cihaz-puanlarim-sifirlanmis
","Düzenli fatura ödememe rağmen bayiye gittiğimde cihaz almak için puan sorgulaması yaptığımda defalarca müşteri hizmetlerini aramama rağmen hiçbir şekilde yardımcı olunmadı ve puanlarım güncellenmedi. Hattım bir kez bile kapanmadı, bu durumdan dolayı çok şikayetçiyim ve mağdurum."
"https://www.sikayetvar.com/vodafone/vodafone-mobil-odeme-sorunlari-16
",Mobil ödemeyi defalarca kapatıp limiti sıfırlamama rağmen Mobil ödemem açılıp ücret yansıyor. Bu durumdan gerçekten sıkıldım ayrıca saat 10:30 da görüşme sağladığım müşteri hizmetleri K****** bey çok ilgisiz ve işini yapmayı bilmeyen biri. Defalarca yetkili istememe rağmen talebim karşılanmadı yetmezmiş gibi telefonu kapattı. Ondan şikayetçiyim. Ayrıca mobil ödememin limiti sıfırlanıp bir daha hiç açılmamak üzere kapatılmasını istiyorum.
"https://www.sikayetvar.com/vodafone/vodafone-ek-paket-interneti
","31.04.2024 tarihinde Vodafone'dan 15 GB aylık ek paket aldım, mobil üzerinden 235 TL ödedim. Paketi neredeyse hiç kullanmadım diyebilirim çünkü sürekli Wi-Fi'ye bağlıydım. Ancak Vodafone'dan gelen bir mesajda internetimin %80'inin kullanıldığı belirtiliyordu. Bu durumu anlayamıyorum; Wi-Fi'ye bağlıyken internet paketimin nasıl bu kadar hızla tükendiğini çözemedim. Müşteri hizmetlerini aradım fakat bir çözüm bulamadım."
